age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
78,services,single,secondary,no,45661,no,no,cellular,158,jul,932,1,153,16,unknown,yes
118,retired,married,secondary,no,46121,no,no,telephone,168,jul,1915,1,1267,27,unknown,yes
82,technician,married,secondary,no,2387,yes,no,cellular,105,jul,2675,1,1488,10,unknown,yes
52,management,married,tertiary,no,10896,no,no,cellular,174,jul,1544,1,1866,26,unknown,yes
25,management,married,tertiary,no,32095,yes,no,cellular,159,jul,1785,1,1813,17,success,yes
70,entrepreneur,married,secondary,no,40317,yes,no,telephone,158,jul,2263,1,476,23,failure,yes
37,technician,single,secondary,no,48914,no,no,cellular,156,jul,2787,1,470,24,unknown,yes
26,management,single,tertiary,no,36037,yes,no,cellular,143,jul,3516,1,2289,15,success,yes
86,housemaid,divorced,secondary,no,30194,no,no,cellular,112,jul,2160,2,457,21,unknown,yes
56,admin.,divorced,secondary,no,18356,yes,no,cellular,160,jul,1370,2,1747,27,success,yes
29,blue-collar,married,secondary,no,44444,yes,no,cellular,182,jul,2760,2,1021,23,failure,yes
82,admin.,married,unknown,no,30719,no,no,cellular,170,jul,974,1,1241,21,unknown,yes
80,blue-collar,married,primary,no,44225,no,no,telephone,185,jul,2904,1,641,19,unknown,yes
89,management,divorced,tertiary,no,-15826,no,no,cellular,147,jul,527,2,240,22,unknown,yes
67,retired,married,secondary,no,-1719,no,no,telephone,138,jul,2900,2,429,27,unknown,yes
58,services,single,secondary,no,-14887,no,no,cellular,189,jul,1623,1,1347,10,unknown,yes
52,unemployed,married,tertiary,no,-5636,no,no,cellular,163,jul,1180,1,1750,27,success,yes
13,self-employed,single,tertiary,no,6091,no,no,cellular,167,jul,1341,1,581,17,unknown,yes
71,unemployed,single,primary,no,26651,no,no,cellular,188,jul,1124,1,377,14,unknown,yes
58,blue-collar,married,primary,no,3257,no,no,cellular,124,jul,1188,6,1688,26,unknown,yes
70,admin.,married,secondary,no,14773,no,no,cellular,163,jul,532,2,1060,19,unknown,yes
28,entrepreneur,married,primary,no,32287,no,no,cellular,181,jul,1409,2,1112,17,other,yes
53,management,single,tertiary,no,47048,no,no,cellular,143,jul,2073,1,1883,11,unknown,yes
29,blue-collar,single,secondary,no,1259,no,no,cellular,185,jul,2580,2,636,23,unknown,yes
67,management,married,tertiary,no,34900,no,no,cellular,186,jul,1009,3,555,12,unknown,yes
58,technician,married,secondary,no,42511,no,no,cellular,109,jul,1985,2,190,20,unknown,yes
49,services,single,secondary,no,-12893,no,no,cellular,190,jul,3310,4,1691,10,unknown,yes
98,retired,married,primary,no,16010,no,no,cellular,125,jul,1822,1,1551,15,unknown,yes
53,retired,married,secondary,no,34150,no,no,cellular,195,jul,797,1,370,25,unknown,yes
54,admin.,married,secondary,no,22573,yes,yes,cellular,130,jul,1885,1,1151,15,unknown,yes
76,management,married,tertiary,no,-1774,no,no,cellular,198,jul,2907,1,-34,20,unknown,yes
41,services,married,secondary,no,-2441,no,no,cellular,185,jul,1850,2,329,17,success,yes
54,technician,single,tertiary,no,1666,no,no,cellular,143,jul,2633,2,1185,23,unknown,yes
115,retired,married,secondary,no,21256,no,no,cellular,118,jul,2668,1,860,11,unknown,yes
29,management,married,tertiary,no,39738,no,no,cellular,174,jul,751,1,1098,15,unknown,yes
66,unemployed,married,primary,no,20732,yes,no,cellular,116,jul,1456,1,925,25,failure,yes
35,student,single,secondary,no,38514,no,no,cellular,186,jul,1122,2,604,11,unknown,yes
80,retired,married,primary,no,46572,no,no,telephone,122,jul,945,1,-35,12,unknown,yes
44,housemaid,married,primary,no,9105,no,no,telephone,137,jul,2943,1,1176,13,unknown,yes
72,management,single,secondary,no,34307,yes,no,cellular,140,jul,937,1,932,11,failure,yes
44,management,single,tertiary,no,31417,no,no,cellular,140,jul,1251,1,2170,30,failure,yes
26,student,married,unknown,no,-8840,no,no,cellular,178,jul,593,1,2370,23,failure,yes
106,retired,married,primary,no,12480,no,no,telephone,137,jul,3589,2,1979,15,unknown,yes
56,retired,married,tertiary,no,29160,no,no,cellular,170,jul,3767,2,1231,28,unknown,yes
97,technician,married,tertiary,no,-13040,no,no,cellular,173,jul,792,1,555,12,other,yes
65,management,married,unknown,no,30267,no,no,cellular,135,jul,475,1,752,13,unknown,yes
49,blue-collar,married,secondary,no,26717,yes,no,telephone,148,jul,3283,1,1892,12,unknown,yes
46,management,single,tertiary,no,19434,no,no,cellular,125,jul,2891,2,1768,24,unknown,yes
9,student,single,secondary,no,-19575,no,no,cellular,195,jul,1034,1,352,17,unknown,yes
64,management,single,tertiary,no,15988,yes,no,cellular,130,jul,2502,3,-43,14,unknown,yes
54,student,single,unknown,no,1710,no,no,cellular,197,jul,3141,2,1179,27,unknown,yes
17,student,single,primary,no,15767,no,no,cellular,185,jul,1917,2,94,28,unknown,yes
37,blue-collar,single,primary,no,-1122,no,no,telephone,115,jul,2333,4,995,28,unknown,yes
94,management,married,tertiary,no,7112,no,no,cellular,198,jul,421,2,652,26,unknown,yes
21,management,single,tertiary,no,8334,no,no,cellular,199,jul,2755,2,1326,15,other,yes
69,blue-collar,divorced,primary,no,18502,no,no,cellular,149,jul,1454,2,1421,17,unknown,yes
36,student,single,tertiary,no,42903,no,no,cellular,215,jul,1130,5,11,14,unknown,yes
83,entrepreneur,single,unknown,no,28960,no,no,cellular,128,jul,1625,2,1994,16,failure,yes
53,management,single,tertiary,no,48578,no,no,cellular,137,jul,1206,5,1856,15,unknown,yes
9,management,single,tertiary,no,4657,no,no,cellular,138,aug,2653,1,964,18,success,yes
71,management,married,tertiary,no,44471,no,no,cellular,152,aug,2219,1,694,24,unknown,yes
62,admin.,married,secondary,no,32474,yes,yes,cellular,133,aug,369,1,748,29,unknown,yes
40,management,married,tertiary,no,-5696,no,no,cellular,163,aug,2716,1,946,22,unknown,yes
90,management,divorced,tertiary,no,8344,no,no,cellular,108,aug,1767,1,689,25,unknown,yes
59,technician,married,tertiary,no,42057,no,no,cellular,136,aug,3116,1,1515,10,unknown,yes
86,technician,married,secondary,no,2607,yes,no,cellular,203,aug,2238,1,1322,25,success,yes
53,retired,married,secondary,no,57385,yes,no,cellular,182,aug,1837,1,766,27,unknown,yes
37,technician,single,tertiary,no,36,yes,no,cellular,151,aug,1961,1,2026,27,success,yes
32,management,married,tertiary,no,27419,no,no,cellular,158,aug,508,2,1521,13,success,yes
68,technician,single,secondary,no,15429,no,no,cellular,154,aug,3090,4,1374,27,unknown,yes
104,management,divorced,tertiary,no,31823,no,no,cellular,151,aug,2757,2,1555,16,success,yes
77,self-employed,married,tertiary,no,-671,no,no,cellular,108,aug,954,2,75,32,success,yes
61,admin.,divorced,secondary,no,-3455,no,yes,cellular,137,aug,2278,1,1670,11,unknown,yes
53,management,married,tertiary,no,11555,no,no,cellular,200,aug,1981,1,1861,18,success,yes
37,student,single,secondary,no,-3163,no,no,cellular,155,aug,1966,1,1154,21,unknown,yes
81,admin.,married,secondary,no,48353,no,no,cellular,119,aug,2818,1,1235,29,unknown,yes
42,management,married,tertiary,no,38189,no,no,cellular,105,aug,3170,1,1570,16,unknown,yes
43,management,single,tertiary,no,-14224,no,no,cellular,201,aug,1074,1,457,30,success,yes
40,management,single,tertiary,no,16224,no,no,cellular,152,aug,1601,2,914,55,other,yes
61,student,married,unknown,no,30521,no,no,cellular,108,aug,1324,2,1744,15,failure,yes
78,unemployed,single,tertiary,no,38776,no,no,cellular,200,aug,2126,1,1801,14,success,yes
92,management,married,tertiary,no,43072,no,no,telephone,167,aug,680,2,1066,10,unknown,yes
41,services,single,secondary,no,1457,no,no,cellular,193,aug,1893,1,1468,13,unknown,yes
88,management,married,tertiary,no,48251,no,no,cellular,140,aug,1125,2,407,24,success,yes
78,admin.,divorced,secondary,no,30798,yes,yes,cellular,124,aug,3031,1,2058,31,failure,yes
74,unknown,married,unknown,no,13770,no,no,telephone,131,aug,3078,1,1787,17,unknown,yes
80,retired,married,tertiary,no,-10553,no,no,cellular,166,aug,1829,2,1718,18,unknown,yes
49,retired,married,tertiary,no,48045,no,no,cellular,192,aug,1817,1,873,20,unknown,yes
49,management,married,tertiary,no,17072,no,no,cellular,145,aug,1091,2,113,29,unknown,yes
39,retired,married,secondary,no,33619,no,no,cellular,194,aug,2854,1,275,10,unknown,yes
25,admin.,married,tertiary,no,44303,no,no,cellular,183,aug,2785,2,1395,26,unknown,yes
38,management,divorced,tertiary,no,44582,no,no,cellular,180,aug,731,1,1636,23,unknown,yes
89,management,married,tertiary,no,37362,no,yes,cellular,108,aug,1348,1,1033,22,failure,yes
97,technician,married,secondary,no,-9788,no,no,cellular,147,aug,1566,1,1964,11,unknown,yes
44,services,single,secondary,no,32637,no,no,cellular,116,aug,3038,1,1696,27,unknown,yes
61,retired,married,tertiary,no,26699,no,no,cellular,178,aug,891,2,1526,20,unknown,yes
72,admin.,married,tertiary,no,45492,no,no,cellular,196,aug,2447,1,1185,30,failure,yes
70,retired,married,primary,no,-372,no,no,cellular,176,aug,3055,2,787,16,unknown,yes
81,unemployed,married,secondary,no,22718,no,no,cellular,127,aug,2816,1,505,24,unknown,yes
37,admin.,married,secondary,no,49193,no,no,cellular,114,aug,1303,1,626,27,success,yes
19,management,married,tertiary,no,36421,yes,no,cellular,115,aug,3195,1,2074,22,success,yes
58,admin.,single,secondary,no,22131,no,no,cellular,140,aug,2044,1,2045,26,other,yes
51,services,single,secondary,no,7184,yes,no,cellular,122,aug,945,1,1641,19,failure,yes
87,unemployed,married,secondary,no,45966,yes,no,cellular,108,aug,1630,1,568,17,success,yes
60,technician,married,tertiary,no,26766,no,no,cellular,130,aug,1953,1,1355,19,unknown,yes
55,entrepreneur,divorced,secondary,no,11962,yes,no,cellular,140,aug,2777,2,1870,10,unknown,yes
119,retired,married,primary,no,11260,no,no,cellular,186,aug,2882,1,556,16,unknown,yes
26,student,single,secondary,no,3524,no,no,cellular,170,aug,1747,1,353,21,success,yes
79,management,single,tertiary,no,38899,yes,no,cellular,130,aug,873,3,740,22,unknown,yes
0,student,single,unknown,no,34231,no,no,cellular,152,aug,2982,1,592,15,unknown,yes
97,technician,married,secondary,no,40747,no,no,cellular,124,aug,3502,1,932,24,other,yes
94,retired,divorced,tertiary,no,34938,no,no,cellular,142,aug,509,1,598,19,success,yes
35,self-employed,single,tertiary,no,-8237,no,no,telephone,171,aug,1348,1,1482,31,failure,yes
83,self-employed,divorced,tertiary,no,79803,no,no,cellular,202,aug,352,1,1947,15,unknown,yes
40,management,married,tertiary,no,25904,no,no,cellular,166,aug,2670,3,2017,14,success,yes
82,blue-collar,married,primary,no,-18109,yes,no,cellular,182,aug,2760,1,1067,27,success,yes
29,unemployed,married,unknown,no,12663,no,no,cellular,174,aug,1352,2,739,21,unknown,yes
36,services,single,tertiary,no,-701,yes,no,cellular,207,aug,2986,2,909,33,failure,yes
53,housemaid,divorced,primary,no,6663,no,no,cellular,147,aug,1839,1,80,18,unknown,yes
56,technician,married,secondary,no,44231,yes,no,cellular,188,aug,2363,1,133,34,failure,yes
74,retired,married,secondary,no,40437,no,no,cellular,198,aug,2591,1,544,10,unknown,yes
64,blue-collar,divorced,primary,no,33036,no,no,telephone,178,aug,2926,1,235,27,unknown,yes
55,unemployed,divorced,secondary,no,-4100,no,no,cellular,130,aug,1184,1,50,22,unknown,yes
42,management,single,tertiary,no,19949,no,no,cellular,120,aug,2526,2,1957,31,success,yes
29,management,single,tertiary,no,28883,yes,no,cellular,116,aug,949,2,1144,12,unknown,yes
81,technician,married,secondary,no,-17982,yes,no,cellular,116,aug,1338,1,1470,17,failure,yes
63,admin.,single,secondary,no,4740,no,no,cellular,147,aug,2907,1,862,28,failure,yes
31,management,married,tertiary,no,4518,yes,yes,cellular,130,aug,3770,1,795,16,unknown,yes
36,admin.,single,secondary,no,45530,yes,no,cellular,130,aug,1808,1,1488,16,success,yes
78,admin.,married,secondary,no,31075,yes,no,cellular,205,aug,344,2,343,13,failure,yes
85,self-employed,married,primary,no,50667,yes,no,cellular,125,aug,1356,1,1025,22,failure,yes
35,blue-collar,married,secondary,no,14383,yes,no,cellular,176,aug,1474,2,-96,25,unknown,yes
31,services,single,secondary,no,18301,no,no,cellular,116,aug,3138,1,1945,23,success,yes
19,student,single,secondary,no,36347,no,no,telephone,184,aug,1842,1,457,20,unknown,yes
46,self-employed,single,tertiary,no,-12787,no,no,cellular,190,aug,2138,1,672,26,unknown,yes
85,technician,divorced,unknown,no,-2602,no,no,cellular,158,aug,2283,2,1303,18,unknown,yes
36,management,single,tertiary,no,36250,yes,no,cellular,151,aug,1256,2,181,21,failure,yes
69,retired,married,primary,no,42010,no,no,cellular,155,aug,729,1,1362,10,unknown,yes
40,student,single,primary,no,36164,no,no,cellular,170,aug,815,2,1994,10,unknown,yes
44,admin.,single,secondary,no,20413,no,no,cellular,143,aug,3602,1,1850,21,unknown,yes
69,management,married,tertiary,no,41891,no,no,cellular,180,aug,997,2,689,12,failure,yes
105,technician,married,secondary,no,43783,no,no,cellular,205,aug,3108,4,790,15,failure,yes
41,management,married,tertiary,no,15182,yes,no,cellular,189,aug,2606,1,1180,14,unknown,yes
55,student,single,primary,no,-15385,no,no,cellular,187,aug,1520,1,1046,14,unknown,yes
80,management,single,tertiary,no,-2220,yes,no,cellular,124,aug,1118,3,1202,20,failure,yes
88,management,married,primary,no,38020,no,no,cellular,135,aug,2199,1,1211,18,failure,yes
68,blue-collar,single,secondary,no,10643,no,no,cellular,196,aug,1859,2,540,14,success,yes
49,technician,married,tertiary,no,6293,no,no,cellular,129,aug,1214,3,559,31,success,yes
36,services,married,secondary,no,11820,no,no,cellular,170,aug,2579,2,175,16,success,yes
26,services,married,unknown,no,2262,no,no,cellular,168,aug,2460,1,1205,13,success,yes
56,technician,single,secondary,no,-19415,no,no,cellular,203,aug,695,2,552,27,unknown,yes
95,retired,married,primary,no,21542,no,no,telephone,130,aug,1290,2,1920,12,unknown,yes
27,unemployed,divorced,primary,yes,16765,no,no,cellular,203,aug,2248,5,248,27,unknown,yes
75,blue-collar,married,secondary,no,40143,yes,no,cellular,199,aug,2833,3,1414,30,failure,yes
15,management,single,tertiary,no,4396,no,no,cellular,185,aug,1817,1,230,20,unknown,yes
27,admin.,single,tertiary,no,33979,yes,no,cellular,161,aug,1799,2,1339,25,unknown,yes
51,admin.,married,secondary,no,8728,no,no,cellular,124,aug,2672,2,458,27,success,yes
77,services,married,secondary,no,-13319,no,no,cellular,180,aug,775,1,1692,13,failure,yes
38,technician,divorced,secondary,no,-7559,no,no,cellular,168,aug,1720,1,1272,11,unknown,yes
53,student,single,secondary,no,2055,no,no,cellular,132,aug,1072,2,867,18,unknown,yes
42,management,married,tertiary,no,13312,no,no,cellular,168,aug,2670,2,1696,30,success,yes
101,retired,married,primary,no,41429,no,no,cellular,188,aug,559,2,532,24,failure,yes
25,technician,single,secondary,no,-18947,no,no,cellular,128,aug,560,3,659,11,failure,yes
51,management,single,tertiary,no,54012,no,no,cellular,129,aug,1929,1,764,19,unknown,yes
79,retired,married,primary,no,11520,no,no,cellular,203,aug,1040,2,1083,24,success,yes
76,management,single,tertiary,no,20394,yes,no,cellular,178,aug,2324,2,2147,23,success,yes
50,technician,single,secondary,no,36040,no,no,cellular,154,aug,2696,1,1470,16,unknown,yes
76,retired,single,tertiary,no,44787,no,no,cellular,140,aug,3214,3,275,19,unknown,yes
91,technician,married,tertiary,no,6818,no,no,cellular,188,aug,1968,3,1107,19,unknown,yes
90,management,married,tertiary,no,-13794,no,no,telephone,137,aug,2227,2,1894,14,success,yes
60,management,married,tertiary,no,39259,no,no,cellular,149,aug,1138,2,1734,24,unknown,yes
61,unemployed,single,tertiary,no,39191,no,no,cellular,146,aug,1492,1,41,23,unknown,yes
53,admin.,single,secondary,no,10641,no,no,cellular,197,aug,1930,2,920,12,success,yes
41,unemployed,married,secondary,no,42783,no,no,cellular,181,aug,2844,1,762,28,success,yes
21,management,married,primary,no,-15491,no,no,cellular,142,aug,2097,3,-69,24,unknown,yes
33,student,single,unknown,no,10433,no,no,cellular,173,aug,1265,1,1990,27,success,yes
67,management,married,tertiary,no,37584,no,no,cellular,155,aug,1152,1,1101,12,unknown,yes
11,blue-collar,single,secondary,no,31988,no,no,cellular,211,aug,1024,1,1472,18,unknown,yes
44,management,married,tertiary,no,-10714,no,no,cellular,118,aug,2687,4,1347,19,unknown,yes
93,technician,married,secondary,no,13188,yes,no,cellular,124,aug,1588,2,989,28,unknown,yes
65,management,single,tertiary,no,24767,no,no,cellular,173,aug,2529,1,-38,10,unknown,yes
68,retired,married,unknown,no,-18300,no,no,cellular,159,aug,2898,3,1958,18,failure,yes
42,management,married,tertiary,no,-1043,yes,no,cellular,155,aug,532,3,266,27,failure,yes
57,unemployed,single,tertiary,no,24551,no,no,cellular,150,aug,1572,2,1436,22,failure,yes
68,entrepreneur,married,tertiary,no,-12483,yes,no,cellular,165,aug,1854,3,1213,25,other,yes
71,blue-collar,married,unknown,no,-17150,yes,no,cellular,181,aug,488,3,777,18,other,yes
50,admin.,married,primary,no,41967,yes,no,cellular,159,aug,2661,1,393,29,success,yes
39,management,married,unknown,no,47206,no,no,cellular,191,aug,2025,1,1438,28,unknown,yes
64,retired,married,secondary,no,1734,no,no,telephone,141,aug,3168,1,-76,20,unknown,yes
64,retired,married,tertiary,no,43826,no,no,cellular,189,aug,2031,1,102,29,unknown,yes
81,services,single,tertiary,no,-513,no,no,cellular,127,aug,2792,1,1866,14,unknown,yes
78,management,single,tertiary,no,46824,no,no,cellular,176,aug,2317,2,1977,23,failure,yes
69,technician,married,secondary,no,35751,yes,no,cellular,147,aug,801,1,523,10,unknown,yes
64,retired,married,secondary,no,-6197,no,no,cellular,168,aug,676,1,1433,27,success,yes
11,management,single,tertiary,no,-1489,yes,no,cellular,152,aug,1619,1,722,11,failure,yes
70,management,married,tertiary,no,56735,no,no,telephone,195,aug,1576,1,1774,18,unknown,yes
69,student,single,secondary,no,19788,no,no,telephone,202,aug,394,1,2106,19,failure,yes
18,student,single,secondary,no,31214,no,no,cellular,156,aug,1166,1,2013,25,failure,yes
37,housemaid,married,tertiary,no,25706,no,no,cellular,166,aug,780,1,1882,12,failure,yes
54,management,married,tertiary,no,20809,yes,no,cellular,147,aug,2573,1,177,19,unknown,yes
80,technician,married,secondary,no,15210,no,yes,cellular,182,aug,2296,1,2240,21,success,yes
90,technician,single,secondary,no,55886,yes,no,cellular,167,aug,843,1,2278,23,failure,yes
56,retired,divorced,tertiary,no,-6574,no,no,cellular,136,aug,616,1,1154,29,unknown,yes
79,admin.,married,secondary,no,26725,no,no,cellular,163,aug,839,1,2038,15,success,yes
36,technician,single,tertiary,no,-1953,no,no,cellular,174,aug,1683,2,23,28,unknown,yes
88,retired,divorced,secondary,no,28794,no,no,cellular,167,aug,2217,1,1881,26,unknown,yes
